header,class,group,gene,mechanism
JN129451.1.gene1.p01|FEATURES|VIM-30|beta-lactam|VIM,beta-lactam,VIM,VIM-30,NA
AF252623.2.gene1.p01|FEATURES|CTX-M-14|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-14,NA
gi:1031631318:gb:ANG12819.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
ZP_02722595|FEATURES|PBP-2X|beta-lactam|PBP-2X,beta-lactam,PBP-2X,PBP-2X,NA
gi:763400743:ref:WP_044257656.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:254621968:gb:ACT76126.1:|FEATURES|tetO|tetracycline|tetO,tetracycline,tetO,tetO,NA
EF534736.1.gene1.p01|FEATURES|TEM-158|beta-lactam|TEM,beta-lactam,TEM,TEM-158,NA
gi:844803244:ref:WP_047943019.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
gi:755164762:ref:WP_042513561.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:446657974:ref:WP_000735320.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
ZP_04262238|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:746176741:ref:WP_039236476.1:|FEATURES|mefA|MLS|mefA,MLS,mefA,mefA,NA
gi:755162754:ref:WP_042511893.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:738466966:ref:WP_036417583.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
AF336097.1.gene1.p01|FEATURES|omp36|multidrug|omp36,multidrug,omp36,omp36,NA
gi:446657995:ref:WP_000735341.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:485748040:ref:WP_001374292.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:550712535:ref:WP_022645444.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:445983935:ref:WP_000061790.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:384930133:gb:AFI26811.1:|FEATURES|lmrB|MLS|lmrB,MLS,lmrB,lmrB,NA
gi:446643961:ref:WP_000721307.1:|FEATURES|mecA|beta-lactam|mecA,beta-lactam,mecA,mecA,NA
gi:446783006:ref:WP_000860262.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:1008264055:gb:AMQ81152.1:|FEATURES|SHV|beta-lactam|SHV,beta-lactam,SHV,SHV,NA
gi:686390277:ref:WP_031905440.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
ZP_04210257|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:983424273:ref:WP_060588471.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:486214727:ref:WP_001556350.1:|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
AM051147.1.gene1.p01|FEATURES|OKP-A|beta-lactam|OKP-A,beta-lactam,OKP-A,OKP-A,NA
YP_403489|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:447059742:ref:WP_001136998.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:780025460:ref:WP_045441637.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:766602958:ref:WP_044782102.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:545170365:ref:WP_021524792.1:|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:835427848:ref:WP_047502600.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:490930056:ref:WP_004791909.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
gi:649725617:gb:AIC64331.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:983400266:ref:WP_060568392.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
ACQ66105|FEATURES|vanB|glycopeptide|vanB,glycopeptide,vanB,vanB,NA
gi:503992881:ref:WP_014226875.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:844733409:ref:WP_047926674.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:495053274:ref:WP_007778110.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:896372078:ref:WP_049317199.1:|FEATURES|mexA|multidrug|mexA,multidrug,mexA,mexA,NA
JX121119.1.gene1.p01|FEATURES|SHV-152|beta-lactam|SHV,beta-lactam,SHV,SHV-152,NA
gi:446669127:ref:WP_000746473.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
NC_002695.1.917702.p01|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
KF478993.1.gene7.p01|FEATURES|vanS|glycopeptide|vanS,glycopeptide,vanS,vanS,NA
gi:649725625:gb:AIC64335.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:485750734:ref:WP_001376670.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
ACJ24509|FEATURES|qnrS|fluoroquinolone|qnrS,fluoroquinolone,qnrS,qnrS,NA
gi:1031809986:ref:WP_064139870.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
YP_264987|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:754633941:ref:WP_042020517.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:1031639911:gb:ANG16922.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:1028100551:ref:WP_063856686.1:|FEATURES|vanC|glycopeptide|vanC,glycopeptide,vanC,vanC,NA
gi:515954236:ref:WP_017384819.1:|FEATURES|ompF|multidrug|ompF,multidrug,ompF,ompF,NA
gi:486030393:ref:WP_001504858.1:|FEATURES|mdtL|multidrug|mdtL,multidrug,mdtL,mdtL,NA
gi:555258323:ref:WP_023240896.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:916230870:ref:WP_050975032.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
gi:730454835:ref:WP_034018922.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:693191123:ref:WP_032314545.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:691141184:ref:WP_032054411.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:487917313:ref:WP_001990779.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:857776688:emb:CRL63266.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:938466753:ref:WP_054627812.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase,unclassified,cob(I)alamin_adenolsyltransferase,cob(I)alamin_adenolsyltransferase,NA
gi:928856297:ref:WP_053901877.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:486297079:ref:WP_001574734.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
YP_002240037|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:1035743977:ref:WP_064579073.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
AF427130.1.gene1.p01|FEATURES|TEM-84|beta-lactam|TEM,beta-lactam,TEM,TEM-84,NA
gi:545287582:ref:WP_021570581.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:639225172:ref:WP_024561671.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
KF526116.1.gene1.p01|FEATURES|CMY-103|beta-lactam|CMX,beta-lactam,CMX,CMY-103,NA
AAL30847|FEATURES|tetW|tetracycline|tetW,tetracycline,tetW,tetW,NA
gi:1004170898:gb:AMP19673.1:|FEATURES|mtrR|multidrug|mtrR,multidrug,mtrR,mtrR,NA
gi:26107304:gb:AAN79487.1:AE016758_91|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:487389998:ref:WP_001661470.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:686304329:ref:WP_031867798.1:|FEATURES|mepA|multidrug|mepA,multidrug,mepA,mepA,NA
gi:835313446:ref:WP_047449523.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:550167391:ref:WP_022586684.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:405945042:pdb:4FU0:A|FEATURES|vanG|glycopeptide|vanG,glycopeptide,vanG,vanG,NA
gi:226876725:gb:ACO89583.1:|FEATURES|erm(41)|MLS|erm(41),MLS,erm(41),erm(41),NA
gi:910959796:ref:WP_050145866.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:974577815:ref:WP_059168423.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:691008264:ref:WP_031972812.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
gi:490841007:ref:WP_004703082.1:|FEATURES|mexT|multidrug|mexT,multidrug,mexT,mexT,NA
gi:447201642:ref:WP_001278898.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase,unclassified,cob(I)alamin_adenolsyltransferase,cob(I)alamin_adenolsyltransferase,NA
V00611.gene.p01|FEATURES|tetB|tetracycline|tetB,tetracycline,tetB,tetB,NA
gi:647302067:ref:WP_025745144.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
CP000675.2.gene1723.p01|FEATURES|mecI|beta-lactam|mecI,beta-lactam,mecI,mecI,NA
gi:659835204:pdb:4D1V:A|FEATURES|VIM-7|beta-lactam|VIM,beta-lactam,VIM,VIM-7,NA
gi:446110297:ref:WP_000188152.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:486191212:ref:WP_001543945.1:|FEATURES|mdtC|multidrug|mdtC,multidrug,mdtC,mdtC,NA
gi:587893666:gb:EXB82204.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:670467852:ref:WP_031416589.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:517347347:ref:WP_018522839.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:510946471:ref:WP_016264177.1:|FEATURES|mexD|multidrug|mexD,multidrug,mexD,mexD,NA
gi:1028820085:ref:WP_064001115.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
YP_215847|FEATURES|mdfA|multidrug|mdfA,multidrug,mdfA,mdfA,NA
gi:447175075:ref:WP_001252331.1:|FEATURES|ompF|multidrug|ompF,multidrug,ompF,ompF,NA
ACP19238|FEATURES|vanY|glycopeptide|vanY,glycopeptide,vanY,vanY,NA
gi:691070849:ref:WP_032012412.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
gi:1032317555:ref:WP_064192057.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:488421332:ref:WP_002490717.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
JF795538.1.gene1.p01|FEATURES|TEM-185|beta-lactam|TEM,beta-lactam,TEM,TEM-185,NA
gi:446783025:ref:WP_000860281.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
BAD67448|FEATURES|PBP-2X|beta-lactam|PBP-2X,beta-lactam,PBP-2X,PBP-2X,NA
YP_001178158|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:489789789:ref:WP_003693680.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:487412532:ref:WP_001680159.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:740615507:ref:WP_038401021.1:|FEATURES|cmeB|multidrug|cmeB,multidrug,cmeB,cmeB,NA
gi:488162400:ref:WP_002233608.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:487506924:ref:WP_001706143.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
gi:491049796:ref:WP_004911447.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
gi:693049450:ref:WP_032218920.1:|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:935667920:ref:WP_054495375.1:|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
YP_002479998|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:920213921:ref:WP_052970363.1:|FEATURES|sul2|sulfonamide|sul2,sulfonamide,sul2,sul2,NA
gi:485693788:ref:WP_001327585.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:507023808:ref:WP_016095885.1:|FEATURES|bcrA|bacitracin|bcrA,bacitracin,bcrA,bcrA,NA
ZP_02846059|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
YP_001416709|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:1031670621:gb:ANG31159.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:486178750:ref:WP_001537184.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
GU831575.1.gene1.p01|FEATURES|OXA-164|beta-lactam|OXA,beta-lactam,OXA,OXA-164,NA
gi:740943211:ref:WP_038728217.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
gi:485748393:ref:WP_001374608.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:896322636:ref:WP_049292215.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:695815610:ref:WP_032729455.1:|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:490350160:ref:WP_004229933.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:488100621:ref:WP_002172018.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:545301439:ref:WP_021581233.1:|FEATURES|mdtO|multidrug|mdtO,multidrug,mdtO,mdtO,NA
gi:924348018:ref:WP_053483923.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
AAX54909|FEATURES|aad(9)|aminoglycoside|aad(9),aminoglycoside,aad(9),aad(9),NA
gi:1031823249:ref:WP_064150762.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:895964662:ref:WP_049044610.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:556489278:ref:WP_023337008.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:1006184502:ref:WP_061741368.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
AAC27754|FEATURES|amrB|multidrug|amrB,multidrug,amrB,amrB,NA
ZP_04625767|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:556250830:ref:WP_023286646.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:32345894:gb:AAM97241.1:|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
gi:485860032:ref:WP_001459624.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:983671115:ref:WP_060752104.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:757444661:ref:WP_042741303.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
gi:852292746:ref:WP_048332551.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:545297559:ref:WP_021577764.1:|FEATURES|emrK|multidrug|emrK,multidrug,emrK,emrK,NA
gi:1020277983:ref:WP_063268995.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:1027715768:ref:WP_063649736.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:487508322:ref:WP_001706332.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:487410704:ref:WP_001678420.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:489203925:ref:WP_003113011.1:|FEATURES|aph(3')-IIb|aminoglycoside|aph(3')-IIb,aminoglycoside,aph(3')-IIb,aph(3')-IIb,NA
gi:447113810:ref:WP_001191066.1:|FEATURES|DNA-binding_transcriptional_regulator_gadX|unclassified|DNA-binding_transcriptional_regulator_gadX,unclassified,DNA-binding_transcriptional_regulator_gadX,DNA-binding_transcriptional_regulator_gadX,NA
BAB71968|FEATURES|tetM|tetracycline|tetM,tetracycline,tetM,tetM,NA
M64090.gene.p01|FEATURES|ermT|MLS|ermT,MLS,ermT,ermT,NA
AAC43174|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:490232554:ref:WP_004130894.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:727743592:ref:WP_033859381.1:|FEATURES|mecA|beta-lactam|mecA,beta-lactam,mecA,mecA,NA
gi:1033149378:ref:WP_064455171.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:490279918:ref:WP_004175850.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:545230555:ref:WP_021530214.1:|FEATURES|mdtO|multidrug|mdtO,multidrug,mdtO,mdtO,NA
gi:649725669:gb:AIC64357.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:488090362:ref:WP_002161759.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:695751536:ref:WP_032677787.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:817682837:ref:WP_046647052.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
HE999704.1.gene1125.p01|FEATURES|mepA|multidrug|mepA,multidrug,mepA,mepA,NA
gi:1031836916:ref:WP_064162252.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:515955949:ref:WP_017386532.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
BAD46890|FEATURES|tetQ|tetracycline|tetQ,tetracycline,tetQ,tetQ,NA
YP_001477378|FEATURES|rosA|fosmidomycin|rosA,fosmidomycin,rosA,rosA,NA
gi:693207874:ref:WP_032327470.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:723111645:ref:WP_033557217.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
AY574271.1.gene1.p01|FEATURES|TEM-134|beta-lactam|TEM,beta-lactam,TEM,TEM-134,NA
YP_002848372|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:1004705391:gb:AMP52595.1:|FEATURES|tetX|tetracycline|tetX,tetracycline,tetX,tetX,NA
DQ102702.1.gene1.p1|FEATURES|CTX-M-43|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-43,NA
gi:960295466:ref:WP_058214460.1:|FEATURES|mexT|multidrug|mexT,multidrug,mexT,mexT,NA
gi:693139507:ref:WP_032281183.1:|FEATURES|mdtC|multidrug|mdtC,multidrug,mdtC,mdtC,NA
gi:649725779:gb:AIC64412.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:485757462:ref:WP_001382958.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:640737031:ref:WP_025159717.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:1001951140:ref:WP_061359934.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
DQ309277.1.gene1.p01|FEATURES|OXA-83|beta-lactam|OXA,beta-lactam,OXA,OXA-83,NA
gi:553929620:ref:WP_023140654.1:|FEATURES|mdtE|multidrug|mdtE,multidrug,mdtE,mdtE,NA
gi:446368539:ref:WP_000446394.1:|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
gi:730693205:ref:WP_034072444.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
gi:556235879:ref:WP_023284905.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:779852631:ref:WP_045348970.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
YP_001401994|FEATURES|rosB|fosmidomycin|rosB,fosmidomycin,rosB,rosB,NA
gi:692982529:ref:WP_032172401.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:1043542993:ref:WP_065386235.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
NC_002951.3238224.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR,unclassified,truncated_putative_response_regulator_ArlR,truncated_putative_response_regulator_ArlR,NA
YP_236040|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
gi:912537314:ref:WP_050178994.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:1015908301:ref:WP_062876269.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
ZP_03027991|FEATURES|mdfA|multidrug|mdfA,multidrug,mdfA,mdfA,NA
YP_001465586|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
gi:705414424:ref:WP_033502017.1:|FEATURES|ermX|MLS|ermX,MLS,ermX,ermX,NA
gi:654923461:ref:WP_028373991.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
ABB53349|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
GU186044.1.gene1.p01|FEATURES|IND-8|beta-lactam|IND,beta-lactam,IND,IND-8,NA
gi:446657935:ref:WP_000735281.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:685986033:ref:WP_031692400.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:640726935:ref:WP_025149946.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:487441379:ref:WP_001689836.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:686115864:ref:WP_031765718.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
gi:823311063:ref:WP_047065547.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:1016514828:ref:WP_063095758.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:446783044:ref:WP_000860300.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:545292045:ref:WP_021573226.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:544849761:ref:WP_021264856.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
DQ212986.1.gene5.p01|FEATURES|vanS|glycopeptide|vanS,glycopeptide,vanS,vanS,NA
gi:485787669:ref:WP_001409905.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
AF416700.1.gene1.p01|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:890840499:ref:WP_048909895.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
AAA25979|FEATURES|PSE-1|beta-lactam|PSE-1,beta-lactam,PSE-1,PSE-1,NA
gi:872500954:emb:CRR52030.1:|FEATURES|oprM|multidrug|oprM,multidrug,oprM,oprM,NA
gi:490306252:ref:WP_004201357.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:446866520:ref:WP_000943776.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:695734921:ref:WP_032661394.1:|FEATURES|fosA|fosfomycin|fosA,fosfomycin,fosA,fosA,NA
AB634250.1.gene1.p01|FEATURES|OXA-206|beta-lactam|OXA,beta-lactam,OXA,OXA-206,NA
L09246.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I,aminoglycoside,aac(6')-I,aac(6')-I,NA
gi:800908720:gb:AKA86811.1:|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter,phenicol,chloramphenicol_exporter,chloramphenicol_exporter,NA
gi:446657981:ref:WP_000735327.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
AF351241.1.gene1.p01|FEATURES|TEM-90|beta-lactam|TEM,beta-lactam,TEM,TEM-90,NA
gi:501081331:ref:WP_012131930.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:1001720867:ref:WP_061274204.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:1022680928:ref:WP_063436574.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
ABS72058|FEATURES|vanD|glycopeptide|vanD,glycopeptide,vanD,vanD,NA
gi:730255739:ref:WP_033956811.1:|FEATURES|oprJ|multidrug|oprJ,multidrug,oprJ,oprJ,NA
ZP_04004609|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:447004716:ref:WP_001081972.1:|FEATURES|mdtE|multidrug|mdtE,multidrug,mdtE,mdtE,NA
gi:798861388:ref:WP_045895137.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
Q56415|FEATURES|fosA|fosfomycin|fosA,fosfomycin,fosA,fosA,NA
ZP_03064581|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
gi:414709877:emb:CCN31581.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:779942293:ref:WP_045393652.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:291483835:dbj:BAI84910.1:|FEATURES|ykkD|multidrug|ykkD,multidrug,ykkD,ykkD,NA
gi:585343877:ref:WP_024225500.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
AJ871877.1.gene1.p01|FEATURES|OXY-1|beta-lactam|OXY,beta-lactam,OXY,OXY-1,NA
gi:1036099603:ref:WP_064668899.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:1016095642:ref:WP_062938108.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:504395108:ref:WP_014582210.1:|FEATURES|mtrR|multidrug|mtrR,multidrug,mtrR,mtrR,NA
gi:518287889:ref:WP_019458097.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:652471494:ref:WP_026866214.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
DQ151889.gene.p01|FEATURES|qnrA|fluoroquinolone|qnrA,fluoroquinolone,qnrA,qnrA,NA
gi:1031674865:gb:ANG33275.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
