header	amino_acid_length	nucleotide_length
G4HC67|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
A0A0G9K8E7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	255	765
V8G943|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	283	849
A0A0X8GPZ7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
H4USK7|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
A0A0B1Q485|FEATURES|UNIPROT_deepARG|aminoglycoside|LA66_00505|antibiotic_inactivation|1	271	813
ABG36700|FEATURES|ARDB_deepARG|sulfonamide|sul1|antibiotic_target_replacement|1	323	969
D9SST6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	288	864
A0A127SD47|FEATURES|UNIPROT_deepARG|beta_lactam|TLA-3|antibiotic_inactivation|1	301	903
T0PK46|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	299	897
J8JCX5|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1	138	414
A0A0R2X2G2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
YP_002850805|FEATURES|ARDB_deepARG|tetracycline|tetB(P)|antibiotic_target_protection|1	652	1956
A0A0Q4MQK2|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|ASE93_02570|antibiotic_efflux|0	662	1986
V6Q381|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
I2B7L4|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
Q63GU6|FEATURES|UNIPROT_deepARG|bacitracin|uppP1|antibiotic_target_alteration|0	265	795
A0A140AQ53|FEATURES|UNIPROT_deepARG|beta_lactam|blaVEB|antibiotic_inactivation|1	299	897
AAA24784|FEATURES|ARDB_deepARG|tetracycline|tetM|antibiotic_target_protection|1	639	1917
A0A0Q9H4Y5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	298	894
Q32ES6|FEATURES|ARDB_deepARG|multidrug|MdtH|antibiotic_efflux|0	401	1203
W1U394|FEATURES|UNIPROT_deepARG|chloramphenicol|Q607_CBUC00214G0114|antibiotic_inactivation|0	73	219
A0A127SLW9|FEATURES|UNIPROT_deepARG|chloramphenicol|catA13|antibiotic_inactivation|0	111	333
YP_001563294|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	275	825
A0A095XQ32|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	270	810
Q104Z0|FEATURES|UNIPROT_deepARG|beta_lactam|bla(ampc-EC10)|antibiotic_inactivation|1	377	1131
W4ER49|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	145	435
A0A0M2PJ59|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
A0A0P8WI24|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1	138	414
1411197A|FEATURES|ARDB_deepARG|beta_lactam|BL2d_moxa|antibiotic_inactivation|1	303	909
A0A0F3LEL6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
D7PII5|FEATURES|UNIPROT_deepARG|beta_lactam|blaRAHN-2|antibiotic_inactivation|1	218	654
A7ZMC9|FEATURES|ARDB_deepARG|multidrug|MdtK|antibiotic_efflux|0	457	1371
F9EK81|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	582	1746
A0A0M2LGB4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
BAG24378|FEATURES|ARDB_deepARG|beta_lactam|mecR1|antibiotic_target_replacement|1	585	1755
B2CD71|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM|antibiotic_inactivation|1	159	477
A0A0H7XFB1|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	303	909
I6FQN8|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	322	966
R8QI36|FEATURES|UNIPROT_deepARG|beta_lactam|IIQ_01397|antibiotic_inactivation|1	349	1047
E5YAE9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	646	1938
D5DFK2|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	142	426
ABW87257|FEATURES|ARDB_deepARG|beta_lactam|BL3_l|antibiotic_inactivation|1	290	870
A5ZYV0|FEATURES|UNIPROT_deepARG|chloramphenicol|RUMOBE_04223|antibiotic_inactivation|1	245	735
A0A0V9EE96|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
F1T7N0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	281	843
F8FE36|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	302	906
YP_063446|FEATURES|ARDB_deepARG|tetracycline|tetO|antibiotic_target_protection|1	639	1917
M5NW16|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0A1YUV9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
E6MJJ6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
A0A088UB18|FEATURES|UNIPROT_deepARG|beta_lactam|DM41_7074|antibiotic_inactivation|1	389	1167
B4AF44|FEATURES|UNIPROT_deepARG|chloramphenicol|BAT_2929|antibiotic_inactivation|1	220	660
R6KYF7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	300	900
A0A0W0MYP1|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	380	1140
A8SXG3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
ABG68552|FEATURES|ARDB_deepARG|multidrug|acrB|antibiotic_efflux|0	1049	3147
F3H502|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	664	1992
A0A059IN92|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
F0Q7E5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
E2YUY5|FEATURES|UNIPROT_deepARG|multidrug|rlmN|antibiotic_target_alteration|1	349	1047
A0A0A7KS89|FEATURES|UNIPROT_deepARG|beta_lactam|CMY-27|antibiotic_inactivation|1	380	1140
A0A075MBC8|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-33|antibiotic_inactivation|1	286	858
YP_001031495|FEATURES|ARDB_deepARG|multidrug|EmeA|antibiotic_efflux|0	387	1161
A0A0W0NPD4|FEATURES|UNIPROT_deepARG|aminoglycoside|AO265_40620|antibiotic_inactivation|0	148	444
A0B212|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	681	2043
A0A088NLI4|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	379	1137
E1KP18|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	271	813
A0A142E0Z0|FEATURES|UNIPROT_deepARG|beta_lactam|AMS64_05195|antibiotic_inactivation|1	253	759
A0A069IVC0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
A0A150B098|FEATURES|UNIPROT_deepARG|beta_lactam|AT274_14125|antibiotic_inactivation|1	308	924
A0A084Y1Y1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A069D0F9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	296	888
F4QVR9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
NP_839157|FEATURES|ARDB_deepARG|multidrug|EmrD|antibiotic_efflux|0	383	1149
ABB53349|FEATURES|ARDB_deepARG|glycopeptide|vanRB|antibiotic_target_alteration|1	219	657
ACJ22953|FEATURES|ARDB_deepARG|trimethoprim|dfrA1|antibiotic_target_replacement|1	157	471
ZP_04323456|FEATURES|ARDB_deepARG|beta_lactam|BLA1|antibiotic_inactivation|1	332	996
A0A0S1Y232|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	287	861
P07944|FEATURES|ARDB_deepARG|beta_lactam|mecC|antibiotic_target_replacement|1	670	2010
A0A0Q9H6P8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
AAQ16271|FEATURES|ARDB_deepARG|glycopeptide|vanWG|antibiotic_target_alteration|1	281	843
A0A0W0N4A2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
ZP_04233366|FEATURES|ARDB_deepARG|fosfomycin|FosB|antibiotic_inactivation|1	154	462
R5FY99|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
A0A0I9RXB2|FEATURES|UNIPROT_deepARG|beta_lactam|EC81_0210815|antibiotic_inactivation|1	321	963
A0A0A0QAW4|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-12|antibiotic_inactivation|1	381	1143
A0A0M8R2P9|FEATURES|UNIPROT_deepARG|beta_lactam|ADK43_05615|antibiotic_inactivation|1	311	933
A0A0L6K2T1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
A0A0K9HW09|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
J7WUA1|FEATURES|UNIPROT_deepARG|beta_lactam|IC3_00736|antibiotic_inactivation|1	311	933
A0A0G0BIZ1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	271	813
X5QUQ1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
A0A0D0KNK5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
N8V1X7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
YP_859822|FEATURES|ARDB_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	420	1260
A0A0G0UM92|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	262	786
CAA67864|FEATURES|ARDB_deepARG|multidrug|mexF|antibiotic_efflux|0	1062	3186
A0A126S3E0|FEATURES|UNIPROT_deepARG|beta_lactam|AWT69_002012|antibiotic_inactivation|1	379	1137
E1GW60|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
A0A0A8FHP3|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
A0A0D0IBM8|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|1	314	942
G5MI78|FEATURES|UNIPROT_deepARG|aminoglycoside|LTSEGIV_2167|antibiotic_inactivation|0	145	435
ZP_03486480|FEATURES|ARDB_deepARG|tetracycline|tetO|antibiotic_target_protection|1	639	1917
D8FHR3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	287	861
A0A0P0QE16|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	326	978
A0A101WLQ2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
X8JRM2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
W8F197|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	262	786
A0A0M1NJ38|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
H1C1X1|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
A0A009R9F6|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	383	1149
A0A133H8B3|FEATURES|UNIPROT_deepARG|aminoglycoside|WS72_29690|antibiotic_inactivation|0	163	489
A0A144PZC3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	280	840
A0A069ZKH0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
S5HVM6|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
A0A0P4RDM3|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	297	891
ZP_00989608|FEATURES|ARDB_deepARG|quinolone|QnrS|antibiotic_target_protection|1	218	654
F2A966|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A031H3R6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	264	792
H1HI26|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	653	1959
A0A0C3IFS2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	390	1170
A0A080ERT6|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
A0A0V1YTV2|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
A0A077VH77|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	309	927
Q9X5C0|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
F5MWD3|FEATURES|UNIPROT_deepARG|beta_lactam|SFVA6_0091|antibiotic_inactivation|1	334	1002
A0A069CMH4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
G3F057|FEATURES|UNIPROT_deepARG|beta_lactam|blaKPC-2|antibiotic_inactivation|1	283	849
CAE32228|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	287	861
A0A029L7J9|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
A0A098CZF3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
A0A0D7KKA2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A7KFY3|FEATURES|UNIPROT_deepARG|aminoglycoside|Ant2Ia|antibiotic_inactivation|1	272	816
A0A090UKU1|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
R6VWT8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	303	909
A0A0T6ZL69|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
A0A084CG68|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	382	1146
H0A419|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
B9BP96|FEATURES|UNIPROT_deepARG|beta_lactam|BURMUCGD2_6517|antibiotic_inactivation|1	389	1167
YP_793056|FEATURES|ARDB_deepARG|multidrug|oprJ|antibiotic_efflux|0	479	1437
CAC35724|FEATURES|ARDB_deepARG|multidrug|AcrA|antibiotic_efflux|0	399	1197
D7R515|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA1|antibiotic_inactivation|1	263	789
A0A125X9Z8|FEATURES|UNIPROT_deepARG|beta_lactam|AB34_4949|antibiotic_inactivation|1	377	1131
ZP_03948381|FEATURES|ARDB_deepARG|multidrug|EmeA|antibiotic_efflux|0	394	1182
ZP_03030551|FEATURES|ARDB_deepARG|multidrug|MdtP|antibiotic_efflux|0	488	1464
Q19RM0|FEATURES|UNIPROT_deepARG|beta_lactam|blaPER-1|antibiotic_inactivation|1	266	798
G2IEQ3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	291	873
A0A0K1QFK9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	306	918
A0A0F5XWN1|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	331	993
J0JS84|FEATURES|UNIPROT_deepARG|beta_lactam|Rleg5DRAFT_2875|antibiotic_inactivation|1	385	1155
A0A0M4JL69|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
R5WVE4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	300	900
A0A0Q4N8S8|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	380	1140
A0A124VTS7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0G3LGP1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	263	789
A0A064DN59|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
A0A0S4P0N9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
NP_460388|FEATURES|ARDB_deepARG|multidrug|MdtK|antibiotic_efflux|0	457	1371
J7SI64|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
W8PVB3|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	382	1146
A0A0W0PH22|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	668	2004
A0A0A0Q7Z6|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-6|antibiotic_inactivation|1	381	1143
A0A0Q6HWC5|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	140	420
ABI81214|FEATURES|ARDB_deepARG|tetracycline|tetM|antibiotic_target_protection|1	639	1917
B0UFD4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
E4KP91|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
A0A0F7VH92|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M-166|antibiotic_inactivation|1	291	873
A0ESF0|FEATURES|UNIPROT_deepARG|beta_lactam|len-1-like|antibiotic_inactivation|1	282	846
A0A0S3MW77|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
YP_001871501|FEATURES|ARDB_deepARG|fosmidomycin|RosA|antibiotic_efflux|0	404	1212
A0A0E2LL05|FEATURES|UNIPROT_deepARG|beta_lactam|M001_07410|antibiotic_inactivation|1	253	759
J8NLV2|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1	138	414
A0A0Q8J3A3|FEATURES|UNIPROT_deepARG|aminoglycoside|ASD86_23995|antibiotic_inactivation|0	155	465
C4K574|FEATURES|UNIPROT_deepARG|beta_lactam|HDEF_1020|antibiotic_inactivation|1	286	858
A0A0H5RR67|FEATURES|UNIPROT_deepARG|aminoglycoside|BN2156_03163|antibiotic_inactivation|1	254	762
B9KUW5|FEATURES|UNIPROT_deepARG|beta_lactam|RSKD131_3983|antibiotic_inactivation|1	407	1221
A0A0M0KTT3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
CAA67866|FEATURES|ARDB_deepARG|multidrug|mexE|antibiotic_efflux|0	414	1242
W0PCY9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
A0A0B5WWT4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
A0A0A5GJR8|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	143	429
A0A127SKM5|FEATURES|UNIPROT_deepARG|chloramphenicol|catD|antibiotic_inactivation|0	163	489
ZP_04298283|FEATURES|ARDB_deepARG|beta_lactam|BL2a_III|antibiotic_inactivation|1	348	1044
A0A0S3JHE9|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
A0A038GNZ4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0Q6I169|FEATURES|UNIPROT_deepARG|beta_lactam|ASG61_24945|antibiotic_inactivation|1	310	930
A0A069ARV5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
A4STN9|FEATURES|UNIPROT_deepARG|beta_lactam|ampS|antibiotic_inactivation|1	254	762
K6TVX6|FEATURES|UNIPROT_deepARG|chloramphenicol|A370_04634|antibiotic_inactivation|0	215	645
A0A127T1Z5|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	388	1164
B6BVY6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	264	792
M6UGM7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
A0A029NNF8|FEATURES|UNIPROT_deepARG|beta_lactam|AB26_5377|antibiotic_inactivation|0	58	174
A0A0M1YRB1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	282	846
A0A0B5IE07|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	661	1983
YP_001334578|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	646	1938
G4C4R8|FEATURES|UNIPROT_deepARG|aminoglycoside|SEENIN0B_01578|antibiotic_inactivation|0	145	435
W1RRF6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	254	762
J3HIN4|FEATURES|UNIPROT_deepARG|beta_lactam|PMI39_02504|antibiotic_inactivation|1	361	1083
B1IEX9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	285	855
A0A060KTK2|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
L4J083|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0A8XDM2|FEATURES|UNIPROT_deepARG|beta_lactam|P23_0303|antibiotic_inactivation|1	389	1167
C0DSN8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0A1YKB3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0A0Q8R7|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-12|antibiotic_inactivation|1	381	1143
A0A0F6NAK1|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM|antibiotic_inactivation|1	286	858
Q6UIV2|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|1	179	537
E8PKS8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	258	774
NP_756491|FEATURES|ARDB_deepARG|multidrug|MdtL|antibiotic_efflux|0	391	1173
ZP_04405450|FEATURES|ARDB_deepARG|aminoglycoside|APH(6)-Id|antibiotic_inactivation|1	305	915
A0A0A0Q8L5|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-20|antibiotic_inactivation|1	381	1143
A0A060DSY6|FEATURES|UNIPROT_deepARG|aminoglycoside|ABAZ39_28550|antibiotic_inactivation|0	147	441
R7H2G6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	300	900
A0A0G5X728|FEATURES|UNIPROT_deepARG|bacitracin|uppP_2|antibiotic_target_alteration|0	264	792
YP_001346370|FEATURES|ARDB_deepARG|beta_lactam|BL1_pao|antibiotic_inactivation|1	397	1191
B7NL82|FEATURES|ARDB_deepARG|multidrug|mdtG|antibiotic_efflux|0	408	1224
AAW30456|FEATURES|ARDB_deepARG|multidrug|lsaA|antibiotic_target_protection|1	498	1494
A0A0X5FPP5|FEATURES|UNIPROT_deepARG|multidrug|mdtL|antibiotic_efflux|0	391	1173
Q8CWZ1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	281	843
A0A023WTD3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
M4KTJ2|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	144	432
D2JBV1|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|1	281	843
A0A101JZS8|FEATURES|UNIPROT_deepARG|aminoglycoside|DK26_15510|antibiotic_inactivation|0	149	447
YP_371057|FEATURES|ARDB_deepARG|multidrug|OpcM|antibiotic_efflux|0	511	1533
A0A099VSK4|FEATURES|UNIPROT_deepARG|aminoglycoside|LS69_04805|antibiotic_inactivation|0	143	429
A0A0T9LT84|FEATURES|UNIPROT_deepARG|beta_lactam|ampC_2|antibiotic_inactivation|1	380	1140
YP_001438577|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	410	1230
A0A0E1E7S6|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	396	1188
A5WCV5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	283	849
A0A0E2QE21|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	647	1941
A0A0E2VDI5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
M5QGI6|FEATURES|UNIPROT_deepARG|glycopeptide|arnD|antibiotic_efflux|0	294	882
AAR37061|FEATURES|ARDB_deepARG|glycopeptide|VanXD|antibiotic_target_alteration|1	202	606
ABN79417|FEATURES|ARDB_deepARG|tetracycline|tetW|antibiotic_target_protection|1	639	1917
J8SVS4|FEATURES|UNIPROT_deepARG|beta_lactam|ICY_02429|antibiotic_inactivation|1	309	927
A0A120DQ55|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	682	2046
M7YA47|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
U2D2A2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	300	900
A0A127T6D3|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	365	1095
ZP_03837411|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	648	1944
A0A0M7D654|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1	275	825
B1C475|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
J1QMF9|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
B0VCG7|FEATURES|UNIPROT_deepARG|aminoglycoside|aphE|antibiotic_inactivation|1	278	834
A0A0B5E3C6|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-116|antibiotic_inactivation|1	178	534
J9S0D8|FEATURES|UNIPROT_deepARG|beta_lactam|OXA-119|antibiotic_inactivation|1	248	744
A0A0U2M1D0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
